Material_Hardness_HB,Tool_Diameter_mm,Number_of_Flutes,Tool_Wear_VB_mm,Cutting_Temperature_C,Rake_Angle_deg,Cutting_Speed_vc_mpm,Spindle_Speed_RPM,Feed_Rate_mm_rev,Axial_Depth_ap_mm,Radial_Depth_ae_mm,Feed_Speed_vf_mmpm,Coolant_Flow_Rate_Lpm,Material_Removal_Rate_cm3_min,Speed_x_Feed,Depth_Ratio,MRR_per_Flute,Wear_to_Diameter_Ratio,Wear_x_Temperature,Wear_Friction_Index,Operation_Type_CNC Milling,Operation_Type_CNC Turning,Workpiece_Material_AISI 1045 Steel,Workpiece_Material_AISI 304 Stainless Steel,Workpiece_Material_Al 6061-T6 Aluminum,Workpiece_Material_Inconel 718 Superalloy,Workpiece_Material_Ti-6Al-4V Titanium,Tool_Coating_AlCrN,Tool_Coating_TiAlN,Tool_Coating_TiCN,Tool_Coating_Uncoated Carbide,Coolant_Condition_Cryogenic (LN2),Coolant_Condition_Dry,Coolant_Condition_Flood Coolant,Coolant_Condition_MQL (Min Lubrication),Power_Consumption_kW,Carbon_Emission_Rate_kgCO2e_hr
-1.3466029567945423,-0.5729626861188079,1.9334314967795616,-0.6763047847510143,-1.0703885298045575,1.0291371806966645,0.8717092763046296,0.33352737068588045,-0.1531697208406245,-1.6690744533897683,1.4998011084189735,1.5175820602852674,-0.8049127464571766,-0.4470441431083848,0.44079706296292565,-0.6692157344676304,-0.5727365250795126,-0.4299973215794983,-0.6219821434544085,-0.7325961161560123,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.976,3.0753
-1.3281570826475741,2.0808604127287436,-0.9960101650076532,-0.1768021398248211,0.17639250247910548,0.3546840324082775,0.667009534756206,-0.7108521991544677,2.3464706416471013,1.467506283838599,-0.6771053841963824,-0.6099339504354458,-1.0253420166140133,4.220021687658061,2.4894509698439724,0.44279002408815404,4.412651989945455,-0.6480874451715638,-0.191845739268809,-0.4192121324512954,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.962,6.7047
-0.1747474227518688,-0.1822636653094518,1.9334314967795616,-0.05873787829681168,0.38796746553330297,1.246702712402596,-0.4148711154842718,-0.5271797913255506,-0.9937081284463873,1.3073805404966103,1.229454766397748,-0.38594847429863444,-1.0253420166140133,-0.43409128595119706,-0.7686044341276518,-0.636742882956708,-0.5705775066525648,-0.3518871100106807,-0.0686774241264729,-0.20789230769424938,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.325,2.1298
1.7674946197818213,-0.70319569305526,1.3475431644221187,-0.7671234474648676,-0.016291838873824207,0.006579181678787373,-0.7532375069090468,-0.31203394815341373,-1.0651264245174652,0.638620083009481,0.6604905694641892,-0.3207827719210348,-1.0159951924377517,-0.5641385325391088,-0.9050416880625242,-0.6317132975279458,-0.5834428264131429,-0.4059641001365976,-0.4704034965579295,-0.5896706621104952,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.712,1.9029
-0.29084792473572646,-0.1822636653094518,0.7616548320646758,0.7223026210423268,-0.5490073708495711,-0.6678739666095997,-0.25393190632360635,-0.4793971126923832,0.1336022064601653,-1.4430145804363725,0.22581605876339575,-0.13174456626282988,1.3697816785530277,-0.761375221069013,-0.09910166560906908,-0.6580338477988638,-0.619539791963686,-0.0935246508155589,-0.2194597854482614,0.4995037111273421,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.431,2.1746
-0.20078865684170605,-0.41017142744824286,1.3475431644221187,-1.0395794356064276,-0.8827416875719658,0.615762670455395,0.2127088418870856,-0.17224485528682254,-1.0519415083197277,0.05463207787987503,-0.2371299648285062,-0.21086610932660568,1.6649855421199573,-0.7344461749662449,-0.6063112298818959,-0.5813631750629532,-0.6175076509183219,-0.6511069892755416,-0.6362963246184913,-0.8879203435855036,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.838,2.3275
-1.3628787281006904,0.0036439520923335082,-0.9960101650076532,-1.0486613018778128,-0.6163839215840923,0.289414372896498,0.10766282456765656,-0.4586314537786169,-0.9036112010951813,0.827003310470644,-0.7301144708672109,-0.6945916947631595,-1.0253420166140133,-0.06228540891646755,-0.538249197235328,3.3116759716599256,0.12993050889080351,-0.6925384068780865,-0.6180970914143998,-1.0599470436186154,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.667,1.7962
-0.21597937672744447,1.9079760960206034,-0.9960101650076532,-0.7035503835651703,-0.3632495907871061,1.246702712402596,0.2901712060900605,-0.7352386957625868,0.3225860052944021,-1.593721162405303,-0.7106778057545737,-0.6989745207637768,-1.0191108004965055,-0.4661790457269575,0.43196242023365,-0.3251952576726966,-0.2740022113508698,-0.6995139527751527,-0.5052394105189516,-0.48782127589135055,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.059,1.5939
-0.28976287331531664,-0.8985452034599379,0.7616548320646758,-0.3675213315239131,-0.7675088951942333,0.3981971387494637,0.7195843923879439,1.4658592544352065,0.20172427348180866,-1.6031403237783615,-0.1805869390462891,2.688949977713412,1.5130996492557063,-0.6643269200958413,0.6620075828027039,-0.6525398767283104,-0.5952753689608304,0.23332702863832355,-0.5187746853569977,0.08254317512141533,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.559,4.584
1.3150281774709003,-0.19593813103777932,-0.9960101650076532,0.10473571458812418,1.3564266714182893,-0.1674732436859577,-1.222678099609003,-0.764638659947502,1.234542708971243,-0.19026611781963737,-0.6947750797533252,-0.6825389232614618,-1.0253420166140133,-0.343168957464704,-0.5671576188426691,0.14478795913947323,-0.1509802198153747,-0.2915783294208708,0.38905406705822904,-0.410676510479049,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.317,2.6048
-0.17800257701309857,1.972115851936806,-0.9960101650076532,-0.040574145754041,1.3746876057295148,-1.233544349045021,-0.14515276301849192,-0.7815359025211479,2.012452764637753,-0.0018828903584739872,-0.6824062928634653,-0.6702554767071002,-1.0253420166140133,1.0431932874210041,1.0795740852671696,0.048147121784136965,1.2355161786901354,-0.629370737868112,0.2866681734426421,-0.0025911093177167833,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.434,5.0322
-0.12809021167424403,1.8317897869627788,-0.9960101650076532,-0.5764042557657757,-0.36702771512735977,-0.7331436261213791,-0.24200664275822195,-0.783918846986662,-1.1574208379016273,-1.0379906413948716,-0.7336484099785994,-0.7575083153772844,-1.0253420166140133,-0.6495376730170176,-0.8028214511250217,1.2691378815669045,-0.4573785816396761,-0.6835053767615861,-0.47121400151788245,-0.5307229305845164,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.353,1.1817
-0.275657204849988,0.25564482051436827,-0.9960101650076532,-0.1313928084678944,0.9590939283016272,-1.1682746895332417,-0.7354014605329937,-0.7173201912751491,0.0874549997680841,1.0342248606779236,-0.7142117448659624,-0.7011659337640854,-1.0253420166140133,0.08089693199642793,-0.4630623625522093,1.457458606780661,0.2731267050781022,-0.4914952549504145,0.08265159356206732,-0.5098016438392917,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.233,3.9845
-0.2420206108172817,-0.963661706928164,0.7616548320646758,0.25004557493028934,-0.620791733314388,0.006579181678787373,-0.022892886987290407,1.18646675268635,-1.2321353630221397,0.9211949242012257,-0.3502160163929402,0.21611341315458696,0.790278579624807,-0.6499442020836392,-0.7912308361882147,-0.5086636599994845,-0.5916793415159467,1.3004115660391493,-0.35543502691687273,0.33253717275036765,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.551,4.1197
-0.03803094378022365,-0.1822636653094518,1.9334314967795616,-0.44925812796638104,-0.05848089400665533,0.9856240743554783,-0.284730195705512,-0.4885575225857884,-0.0597765644399841,0.6762967285017133,2.105871666022112,0.08278323271475477,0.32683188088516824,0.19374379359313915,-0.22506343025413386,-0.652864973543788,-0.4659282011463879,-0.48106833960824164,-0.3630076395349134,-0.4074560237497722,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.783,4.2134
-0.34401544433581077,-0.70319569305526,1.3475431644221187,-0.5491586569516196,-0.3317652212849934,-0.385038775391889,-0.8595278995570378,-0.37513555549345795,-0.19272446943383678,0.48791350104055037,-0.3290123817246089,0.053891182368580114,-1.0253420166140133,-0.6932605750443646,-0.6443340239003085,-0.5390115118120121,-0.6092697338555005,-0.2617622479593978,-0.4563547439187436,-0.8155090654890351,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.383,1.1964
-0.1888530912171974,-0.17868225761869938,-0.9960101650076532,0.2591274412016747,0.06808627139183786,0.4199536919200568,0.11938069224494723,-0.3706172452081973,-0.45312656433915155,0.7893266649784113,-0.7230465926444338,-0.6355965500443237,1.6081256950476992,0.2713628088305293,-0.2284781207446041,2.0516458628115095,0.46361101265562604,-0.24852004060545135,-0.05457495380962942,0.503502568701405,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.904,5.2378
-0.22574483951113347,-0.833428699991712,0.7616548320646758,0.22279997611613359,-0.6069386107334585,-0.6678739666095997,-0.4988664501621963,0.09975123441972386,-0.8816363407656189,-0.406906829399975,0.4731917965605953,-0.043453689855657195,1.0434217343985592,-0.5963384382642823,-0.7441218184064132,-0.6433267790649063,-0.5782766037486609,0.5874236164926844,-0.3550779623536185,-0.08423450209993631,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.799,3.2868
-1.3845797565088882,-0.41017142744824286,0.7616548320646758,-0.8216146450931797,-0.8764448136715433,0.5722495641142087,2.0723240724787164,0.5343755470649322,-0.9629433239849999,1.2131889267660287,1.2206199186192768,0.18122381143914645,0.9959087115025628,0.10726524835213151,0.08062162048067338,-0.6375869510406933,-0.4023586607529467,-0.5588175962322972,-0.6070802276994827,-0.6969755626343791,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.361,3.5303
-0.2170644281478543,-0.8985452034599379,0.7616548320646758,-0.3675213315239131,-0.8499979432897685,0.11536194753175302,-0.6289036719969092,0.18488734123309386,-0.8684514245678815,-1.3959187735710816,-0.4138269203979344,0.026959869970049972,1.0519896565601325,-0.7978927458465822,-0.7859497506113112,-0.6243011856142351,-0.6286700565776451,0.23332702863832355,-0.5402996747807796,-0.5765025443116074,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.612,2.709
1.1077833561726125,-0.0966354632487345,-0.9960101650076532,-0.0859834771109677,2.3878546163075014,1.7471034353262378,-0.3117953591017323,-0.5305530503741356,0.7499970387043912,0.469075178294434,-0.7036099275317966,-0.5912492711696563,-1.0253420166140133,0.5589891325872153,0.184269692580994,0.6434998766808597,0.7512651690459722,-0.39170088961206223,0.5956238165592409,0.42993534099980746,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.203,5.3963
-0.03803094378022365,-0.833428699991712,0.7616548320646758,-1.075906900691969,-0.9180041814143318,-0.1674732436859577,-0.29551478188638153,0.26073924883017485,-0.13668857559345265,1.2037697653929704,0.7753435905843173,0.6781555436407181,-0.6857407382098409,0.2667928613919543,-0.2730863008702126,-0.6270607766178488,-0.36247289825511386,-0.5581776002607846,-0.6433238608014759,-0.9809949070596692,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.177,4.588
-0.15738660002531074,-0.47268327077773986,-0.9960101650076532,-0.9033514415356476,-0.2719449192309793,-1.5816491997745112,-0.252480135106951,-0.2994074372192608,0.7488982956879132,-0.5952900568611382,-0.7036099275317966,-0.48669580354966685,1.4336516437574822,0.03638900832319092,0.2391646662390351,0.1136873549678139,0.22861447452252429,-0.579030955042954,-0.549605472469129,-0.8330775601016155,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.825,3.7492
0.10736594655470069,1.5482074143586548,-0.9960101650076532,0.5497471618860053,0.9534267417912468,-1.059491923680276,0.40496483014989065,-0.695471375786149,1.4213290217725232,0.9682907310665163,-0.693008110197631,-0.6376726255183003,1.5715173003573413,2.223473332016868,1.3774929440698551,0.578901473389717,2.415910435023189,-0.5350220307327066,0.5149683034878912,1.4192075319712714,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.738,9.4408
1.8673193504595302,-1.02877821039639,-0.4101218326502102,0.2591274412016747,-0.7605823339037684,0.8550847553319195,-0.9138656222375716,0.48581918516374095,-1.226641647939749,-1.527787032793896,-0.5587184239648655,-0.4417718370433392,0.8058566199185766,-0.8224947634990329,-1.0042451086573008,-0.6007264935425212,-0.6333315736358277,2.0053824435573038,-0.4142748431324103,0.321908848967097,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.918,2.8694
-1.3270720312271644,-0.8985452034599379,0.7616548320646758,-0.8397783776359503,-0.6869089092688246,1.0073806275260713,1.7876732160701945,2.4805293867834295,-0.36193089397146744,0.883518278708993,-0.2707023863866975,2.840791831129536,-1.0253420166140133,-0.05917335882026009,0.7442364505200381,-0.53799477173653,-0.44397233897234645,-0.26657085097063676,-0.5847463132474436,-0.7261905136395911,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.322,4.9613
-0.07600774349456954,-0.8985452034599379,0.7616548320646758,-0.9215151740784183,-0.9878994817090222,1.5948075631320862,-0.2608796685747435,0.5344374417263741,-1.2694926255823957,-0.7930924456953595,0.6110154219047492,-0.12649670881472222,-0.7091077986504951,-0.6498180378905498,-0.8689571979454055,-0.6524515387059058,-0.591647797415553,-0.35309163782603376,-0.6322785583160341,-0.8387298649072606,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.346,3.2459
-0.3895876039930257,-0.1822636653094518,1.3475431644221187,0.567910894428776,-0.4583323866834866,1.072650287037851,-0.9069178599864348,-0.6732821396592182,-1.1431371786874118,1.2602847336313194,0.8566241901462545,-0.600245598223555,1.5099840411969518,-0.6853963403417862,-0.9759418230844015,-0.6286965860008537,-0.6076967347158673,-0.1445962997262226,-0.20669077748268558,-0.3254841041854377,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.482,2.1949
-0.23117009661318288,-0.963661706928164,0.1757664997072328,0.6950570222281708,0.1864675007197815,0.44171024509065,-0.18725412830150073,0.9913128851599553,0.11162734613060286,-0.7554158002031268,0.16573909386979016,1.22127995513827,1.6883526025606117,-0.4489366060047272,-0.06366443468001691,-0.6410561538394882,-0.5097931934938874,1.8892321156572807,0.18230736520728624,0.596671062484842,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.191,4.4346
-0.22140463382949388,-1.02877821039639,-0.4101218326502102,-0.43109439542361033,0.047936274910485625,0.24590126655531183,0.5662151331426966,2.8291201200243603,-0.23447670406000537,-0.4445834748922075,-0.009190892143943795,1.378369666002501,-1.0253420166140133,-0.427264401280688,0.18376732905596474,-0.6243270165226269,-0.4356972699690615,0.787690598271729,-0.33060798024883775,-0.039833457224184604,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.983,5.7591
-1.3281570826475741,-0.05723997865045773,-0.9960101650076532,-0.9487607728925742,-0.6762042236381064,1.5512944567908997,-0.26077597063069646,-0.5309244183427871,1.5015372619754264,1.241446410885203,-0.6912411406419366,-0.5388283654517465,-1.0191108004965055,1.5479622057283806,0.6417122880418807,0.6437750544823447,1.7403339417910024,-0.6591753145911552,-0.6037497316847048,-1.0395085101707875,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.627,2.8091
-0.24744586791933113,-0.1822636653094518,1.9334314967795616,-0.9305970403498035,-0.41929176850086675,-1.3423271148979867,-0.5748770431485156,-0.5747148913129502,-0.7025412290796852,0.582105114771132,2.893940087861762,-0.32164780336852505,-1.018331898481817,-0.15859074297477896,-0.6938569579113447,-0.6579869366558783,-0.5246563062794009,-0.6402917156238399,-0.5732760091358277,-0.9374485815284445,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.02,2.5211
1.842363167790103,1.378904505341267,-0.9960101650076532,0.622402092057088,0.9005330010276975,0.33292747923768434,-1.3194282814046863,-0.8658983260664939,1.8882948037757252,1.0907398289162729,-0.6841732624191595,-0.7280972461626155,1.2583986904525768,-0.019866203551045458,-0.5602425541767253,0.4417679331003331,0.17235381902030866,-0.5103490885990846,0.5330111234540973,-0.17252669752483357,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.312,4.0152
-1.3368374940108534,-1.02877821039639,0.1757664997072328,0.6859751559567854,-0.702651094019881,0.7027888831377677,2.1156698130902876,4.627252876904491,-0.41027558669650493,-1.1510205778715694,0.020847590302858987,3.500522481748775,1.01771796791384,-0.3348841754518274,0.8566992017697174,-0.6457261167198226,-0.4717720378193275,2.758428716299699,-0.31234712970860945,0.9499302926856407,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23.241,11.5835
